GEOID20,District,FriendlyId,GEOID23,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Sen,Dem_2020_Sen,Rep_2020_Sen,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2016_Sen,Dem_2016_Sen,Rep_2016_Sen,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_CVAP,White_2020_CVAP,Hispanic_2020_CVAP,Black_2020_CVAP,Asian_2020_CVAP,Native_2020_CVAP,Pacific_2020_CVAP,BlackAlone_2020_CVAP,AsianAlone_2020_CVAP,NativeAlone_2020_CVAP,PacificAlone_2020_CVAP,OtherAlone_2020_CVAP,Total_2020_ACSTot,White_2020_ACSTot,Hispanic_2020_ACSTot,Black_2020_ACSTot,Asian_2020_ACSTot,Native_2020_ACSTot,Pacific_2020_ACSTot,BlackAlone_2020_ACSTot,AsianAlone_2020_ACSTot,NativeAlone_2020_ACSTot,PacificAlone_2020_ACSTot,OtherAlone_2020_ACSTot,TwoOrMore_2020_ACSTot,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP
17031custef3aadb9a5e5eed8a47367943982a6a2df6b0dad,1,17031custef3aadb9a5e5eed8a47367943982a6a2df6b0dad,11018,799,583,166,904,651,152,946,688,237,652,477,155,654,482,134,867,636,165,820,587,162,1808,537,598,4,671,0,0,4,671,0,0,0,2761,577,938,26,1244,14,14,0,0,1820,412,754,0,655,0,0,0,0,0,0,0,2859,428,1160,11,1272,0,0,0,1272,0,0,0,0,3028,534,1509,79,937,19,0,0,0,2299,484,1059,47,723,11,0,0,0,2415,401,932,20,1041,1,1,6,13,3071,436,1246,69,1329,114,4,2415,401,932,32,1047,93,3
17031cust0585c49f0879d43a2e4d5dfaaf63ff63bc234e10,1,17031cust0585c49f0879d43a2e4d5dfaaf63ff63bc234e10,11019,239,191,36,281,221,35,280,223,54,190,151,33,191,154,25,255,202,38,248,190,41,485,75,348,2,59,2,0,2,59,0,0,0,1044,86,826,20,128,6,0,0,0,506,75,248,0,140,4,0,0,0,0,0,0,937,105,692,19,136,8,0,3,135,0,0,0,3,960,153,696,17,102,7,0,0,0,662,129,445,10,83,5,0,0,0,721,91,345,7,257,1,0,1,19,969,95,488,42,343,53,2,721,91,345,22,264,34,2
17031cust8fe9b00c48cbced0f5ab9debc8c377860d3a023a,1,17031cust8fe9b00c48cbced0f5ab9debc8c377860d3a023a,11020,645,455,154,736,508,149,748,539,191,578,418,145,574,415,135,630,432,155,615,422,151,1094,550,174,170,200,0,0,170,180,0,0,0,1533,649,282,218,413,39,0,0,0,1079,595,228,70,185,0,0,0,0,0,0,0,1523,756,347,69,374,35,0,69,304,0,0,0,47,1165,557,386,44,180,12,6,0,0,941,492,269,39,138,7,5,0,0,1314,531,328,63,356,5,0,4,27,1674,631,435,119,497,42,7,1314,531,328,73,374,32,7
17031cust1cece924dee32ce77e206ee2d91ed6affb405992,1,17031cust1cece924dee32ce77e206ee2d91ed6affb405992,11021,1032,660,314,1114,680,301,1147,654,468,896,632,242,899,644,214,1068,644,366,1038,700,278,1629,887,558,24,160,0,0,0,160,0,0,0,2196,1049,751,24,371,18,0,0,0,1726,1076,492,31,137,0,0,0,0,0,0,0,2289,1166,686,72,415,23,0,0,409,0,0,0,30,2187,1376,510,25,275,47,1,0,0,1748,1168,353,16,201,35,1,0,0,1763,1091,333,27,264,1,0,12,35,2141,1247,454,65,368,59,3,1763,1091,333,43,283,41,3
17031custf9374169c5386daf66705336028b883c95c3d32e,1,17031custf9374169c5386daf66705336028b883c95c3d32e,11022,760,426,288,867,462,291,881,446,427,634,365,244,636,391,201,793,426,324,769,464,254,1274,982,168,24,85,10,0,24,81,5,0,0,1879,1237,418,53,157,30,0,0,0,1480,959,208,96,98,0,0,0,0,0,0,0,1988,1207,375,229,161,22,0,227,158,0,0,0,20,1804,1041,442,20,305,18,0,0,0,1319,806,295,16,208,17,0,0,0,1575,779,367,37,361,0,0,4,27,1986,915,507,60,494,44,1,1575,779,367,44,370,38,1
17031cust6fd650b3a3631402512e602f859d0ebdd86e29e5,1,17031cust6fd650b3a3631402512e602f859d0ebdd86e29e5,11023,784,498,244,886,538,259,897,517,365,651,444,191,658,472,162,823,500,267,796,517,226,1007,573,257,12,164,0,0,1,154,0,0,0,1523,708,393,10,413,8,0,0,0,1188,499,313,10,352,0,0,0,0,0,0,0,1654,684,354,33,598,10,0,7,588,0,0,0,19,1710,810,502,33,365,42,1,0,0,1306,662,353,24,266,34,1,0,0,1452,635,322,14,435,0,0,11,35,1825,749,418,56,593,50,1,1452,635,322,36,446,37,1
17031cust45fc4ca6850df4d2744e58ff6a45834c1a233003,1,17031cust45fc4ca6850df4d2744e58ff6a45834c1a233003,12001,455,360,67,500,392,64,505,397,92,370,296,59,364,304,45,504,405,67,494,382,76,1050,200,679,1,153,10,0,0,133,0,0,0,1556,282,958,34,288,42,0,0,0,914,231,471,0,205,10,0,0,0,0,0,0,1386,325,660,14,388,22,0,0,383,0,0,0,17,1785,286,1360,46,121,21,1,0,0,1231,246,880,26,91,12,1,0,0,1299,205,846,23,203,0,0,0,22,1642,233,1095,65,278,104,4,1299,205,846,42,215,82,2
17031cust7e2dc72af6e921482c2b91c603298a296eaa80fb,1,17031cust7e2dc72af6e921482c2b91c603298a296eaa80fb,12002,400,328,53,446,362,45,463,377,79,332,265,58,333,283,38,420,360,38,406,316,57,775,109,476,15,167,4,0,12,167,1,0,0,1499,136,1046,35,315,30,0,0,0,715,94,432,47,124,11,0,0,0,0,0,0,1337,137,836,65,315,13,0,38,312,5,0,0,10,1709,147,1369,39,178,12,0,0,0,1170,135,894,19,131,5,0,0,0,1209,76,890,27,212,1,0,2,1,1658,90,1232,54,305,79,8,1209,76,890,34,219,58,6
17031custa9493fcc5f86f826c216bce9481babbc573dbc26,1,17031custa9493fcc5f86f826c216bce9481babbc573dbc26,12003,573,448,86,600,469,74,621,506,98,490,401,72,496,399,78,621,471,84,601,442,106,1145,315,515,68,251,0,0,37,251,0,0,0,1701,325,842,107,465,73,0,0,0,1141,298,482,69,277,0,0,0,0,0,0,0,1661,328,708,138,543,69,0,54,531,0,0,4,37,1540,362,929,42,223,19,0,0,0,1184,331,656,28,174,13,0,0,0,1347,314,694,22,287,1,0,4,25,1655,358,873,53,381,101,5,1347,314,694,43,305,76,2
17031custed404af60fc037675b83c641207ab475b50e4301,1,17031custed404af60fc037675b83c641207ab475b50e4301,12004,505,396,75,592,451,77,607,471,116,420,328,71,417,336,56,525,407,74,510,397,79,1127,325,678,16,89,16,0,9,84,0,0,0,1767,425,1107,103,182,90,0,0,0,1357,411,648,31,281,0,0,0,0,0,0,0,2082,482,1171,91,405,83,0,6,393,0,0,1,26,1566,304,1113,44,123,20,1,0,0,1126,269,742,27,92,9,1,0,0,1361,274,808,34,220,1,0,4,20,1754,301,1100,62,300,165,7,1361,274,808,47,236,120,2
17031cust0d4fea33202a3dedcefe78b8ebe37e590645cf21,1,17031cust0d4fea33202a3dedcefe78b8ebe37e590645cf21,12005,582,457,98,670,513,101,692,539,141,465,367,86,466,379,71,621,481,103,594,458,97,1150,273,650,27,201,0,0,27,201,0,0,0,1926,315,1152,37,422,0,0,0,0,1121,181,561,15,331,0,0,0,0,0,0,0,2036,215,1067,45,718,4,0,43,715,0,0,0,3,2099,262,1340,48,464,33,1,0,0,1517,238,916,31,338,24,1,0,0,1777,221,907,20,613,2,0,1,13,2299,231,1220,52,803,125,3,1777,221,907,30,619,106,1
17031custb3220a2553717aa1b4791de165fec6060b6d63ff,1,17031custb3220a2553717aa1b4791de165fec6060b6d63ff,12006,498,396,80,606,469,85,630,486,127,384,305,65,383,314,55,516,418,73,486,389,63,1103,73,581,100,332,19,0,95,332,2,0,0,2049,112,1167,166,606,66,0,0,0,1008,104,435,108,368,14,0,0,0,0,0,0,1746,135,806,214,612,38,0,158,606,9,0,0,30,2195,255,1545,95,326,25,1,0,0,1519,227,994,61,247,16,1,0,0,1843,128,985,28,692,1,0,2,7,2421,143,1321,78,903,86,3,1843,128,985,48,701,58,1
17031custd6b74196d3960d1f7b45483933a0c1758caa8360,1,17031custd6b74196d3960d1f7b45483933a0c1758caa8360,12007,490,391,81,555,428,77,570,451,114,399,322,66,385,314,59,534,432,73,523,404,88,1485,245,980,25,240,0,0,25,240,0,0,0,2471,311,1678,73,459,0,0,0,0,1465,295,945,4,220,0,0,0,0,0,0,0,2553,365,1745,49,461,0,0,7,436,0,0,0,0,2322,232,1839,35,235,31,7,0,0,1584,213,1173,23,182,17,4,0,0,1672,130,1082,28,424,0,0,4,4,2190,139,1492,54,513,77,1,1672,130,1082,38,425,52,1
17031cust8e7e91302b59cf6c9f81c2defd0aa253ea368eb8,1,17031cust8e7e91302b59cf6c9f81c2defd0aa253ea368eb8,12008,432,339,73,467,357,77,478,361,105,363,279,70,368,292,55,470,377,67,453,361,69,834,211,500,0,123,0,0,0,123,0,0,0,1364,231,865,0,270,0,0,0,0,887,135,453,0,290,0,0,0,0,0,0,0,1578,131,863,0,580,3,0,0,580,0,0,0,0,1485,278,904,27,290,22,0,0,0,1123,249,639,20,221,20,0,0,0,1232,180,680,14,349,1,0,0,8,1549,195,894,34,444,73,0,1232,180,680,23,360,49,0
17031cust0421741c224aaea1366d045b8339b2d948c20283,1,17031cust0421741c224aaea1366d045b8339b2d948c20283,12009,272,215,42,304,250,33,312,246,56,222,173,42,219,175,28,297,232,47,283,215,49,645,111,360,20,155,1,0,20,155,0,0,0,1211,123,771,36,289,2,0,0,0,775,111,535,17,120,0,0,0,0,0,0,0,1134,108,783,20,229,3,0,14,228,0,0,0,1,1161,186,838,18,121,10,1,0,0,802,154,537,14,100,9,1,0,0,861,114,551,16,164,1,0,3,12,1099,128,735,36,201,38,0,861,114,551,29,167,27,0
17031cust308dfa2e50d2d8eb2f923c65f983090aff94d229,1,17031cust308dfa2e50d2d8eb2f923c65f983090aff94d229,12010,635,516,87,707,557,81,717,569,130,523,420,86,521,431,60,692,578,80,671,537,94,1590,91,1349,9,142,0,0,9,142,0,0,0,3455,91,3040,9,320,0,0,0,0,1497,85,1299,0,116,0,0,0,0,0,0,0,3063,88,2654,10,315,0,0,0,311,0,0,0,10,3445,311,2934,67,163,47,3,0,0,2250,272,1834,45,121,26,3,0,0,2310,136,1922,26,209,0,0,3,14,3241,153,2764,61,286,160,3,2310,136,1922,42,217,120,3
17031cust8363651ee958d83aca1561b960379fe4cd5a7909,1,17031cust8363651ee958d83aca1561b960379fe4cd5a7909,12011,478,402,55,540,437,60,559,453,102,375,314,49,380,338,25,511,450,38,497,412,46,1014,89,780,19,125,0,0,19,121,0,0,0,2346,100,1847,64,349,13,0,0,0,1178,89,933,9,145,0,0,0,0,0,0,0,2376,127,1894,8,380,15,0,8,315,0,0,0,34,2266,85,1957,32,203,26,1,0,0,1543,68,1318,20,138,17,1,0,0,1832,78,1426,35,281,0,0,2,10,2426,90,1910,80,368,102,4,1832,78,1426,53,286,88,1
17031custd4d6b50df448250ef7130acdbf53eacbc2ea19b3,1,17031custd4d6b50df448250ef7130acdbf53eacbc2ea19b3,12012,467,380,64,516,407,61,520,420,94,377,299,62,380,320,46,526,446,58,512,388,78,970,59,739,46,127,0,0,16,127,0,0,0,2484,111,2024,64,309,22,0,0,0,950,70,799,10,81,0,0,0,0,0,0,0,2657,99,2248,10,333,62,0,8,295,0,0,0,4,2545,198,2088,71,208,30,3,0,0,1700,175,1337,40,151,22,2,0,0,1860,136,1453,39,222,0,0,3,7,2553,164,2031,92,288,136,6,1860,136,1453,51,226,85,4
17031custa87148997461b34d6ca0d227bdbf83dff76bd203,1,17031custa87148997461b34d6ca0d227bdbf83dff76bd203,12013,481,392,64,560,444,62,577,459,111,366,295,65,374,318,41,532,437,56,511,407,64,1498,161,1159,26,149,1,0,14,149,0,0,0,2866,183,2340,94,304,3,7,0,0,1315,196,984,5,127,0,0,0,0,0,0,0,2453,164,1964,78,279,13,7,24,279,0,0,0,20,2477,201,2063,52,191,45,2,0,0,1643,186,1288,32,153,26,1,0,0,1822,190,1317,14,289,0,0,8,4,2419,208,1816,25,374,141,1,1822,190,1317,20,295,101,0
17031custcf7c3fab9873a86ea69aabba3a0d49dfc7a61348,1,17031custcf7c3fab9873a86ea69aabba3a0d49dfc7a61348,12014,487,395,68,536,423,58,561,451,97,375,299,66,375,312,46,551,464,60,534,412,79,1272,195,891,5,180,0,0,5,148,0,0,0,2593,207,2028,97,350,30,0,0,0,1248,204,880,8,173,0,0,0,0,0,0,0,2569,195,2055,4,317,77,0,4,302,0,0,0,14,2756,230,2396,39,115,36,1,0,0,1805,189,1512,27,88,25,1,0,0,2047,114,1558,44,289,8,1,11,22,2828,131,2247,73,367,149,4,2047,114,1558,58,311,107,4
17031cust2cc7a411a57c8187b2f02496fb357fdc6c6c7bdd,1,17031cust2cc7a411a57c8187b2f02496fb357fdc6c6c7bdd,12015,571,470,77,645,503,80,660,540,115,422,345,67,417,359,47,640,561,56,637,507,89,1482,287,978,15,205,0,0,15,132,0,0,0,3463,313,2772,15,364,36,0,0,0,1392,204,1003,8,149,0,0,0,0,0,0,0,3301,252,2763,13,274,23,0,13,234,0,0,0,41,3316,341,2803,118,84,35,6,0,0,2174,290,1776,58,64,20,6,0,0,2400,125,2019,20,223,3,0,3,7,3378,148,2886,41,296,178,1,2400,125,2019,22,231,129,1
17031cust2b199b876d771f37e90ac35037dabe287de51185,1,17031cust2b199b876d771f37e90ac35037dabe287de51185,12016,614,500,77,682,534,65,697,570,114,469,376,77,462,389,50,694,584,75,680,543,81,1472,155,1081,5,231,0,0,5,231,0,0,0,3918,165,3424,22,326,0,0,0,0,1819,154,1535,0,126,0,0,0,0,0,0,0,4005,148,3682,18,169,12,0,0,169,0,0,0,5,3878,317,3411,74,111,38,3,0,0,2531,277,2144,44,88,28,2,0,0,2697,205,2337,17,125,1,0,3,9,3795,224,3368,56,168,192,9,2697,205,2337,36,130,129,6
17031custed9313e532f5a6ffcdc9c72bbbcf4f3ff6707b5d,1,17031custed9313e532f5a6ffcdc9c72bbbcf4f3ff6707b5d,12017,502,408,67,584,478,60,597,481,103,371,300,61,370,306,48,567,471,69,537,422,68,1263,168,855,57,176,10,0,45,176,7,0,0,2491,191,1898,176,296,103,13,0,0,1327,218,745,95,282,10,0,0,0,0,0,0,2448,239,1647,194,422,44,14,89,414,12,0,0,49,2237,197,1795,71,201,36,0,0,0,1500,185,1131,43,156,21,0,0,0,1676,171,1119,36,343,0,0,1,6,2186,184,1529,73,421,158,2,1676,171,1119,54,347,114,1
17031cust701ffcf63b8088d608d275cca68dd80c1acf8d94,1,17031cust701ffcf63b8088d608d275cca68dd80c1acf8d94,12018,645,534,79,729,590,77,743,624,110,480,389,75,488,418,54,739,626,75,704,558,91,1337,195,1057,5,74,1,0,5,65,0,1,0,3127,240,2654,137,156,106,3,0,0,1479,203,1179,2,75,0,0,0,0,0,0,0,3247,289,2703,138,118,3,4,131,110,0,0,0,14,3967,328,3360,149,176,51,0,0,0,2594,297,2095,92,135,34,0,0,0,2775,159,2433,32,138,0,0,6,7,3902,182,3457,74,199,344,3,2775,159,2433,47,144,235,1
17031cust098deb9fbed17609747de9836ecdaa592d859b1a,1,17031cust098deb9fbed17609747de9836ecdaa592d859b1a,12019,364,290,54,394,303,52,402,316,78,305,243,50,307,250,39,400,325,51,391,302,60,781,176,418,22,156,10,0,22,156,0,0,0,1330,195,817,60,281,35,0,0,0,891,144,602,13,134,20,0,0,0,0,0,0,1356,186,854,41,300,28,0,13,296,0,0,0,8,1407,193,1073,35,117,20,0,0,0,973,173,692,21,93,15,0,0,0,989,131,723,14,112,2,0,1,6,1343,152,1002,37,157,84,2,989,131,723,18,117,59,2
17031cust11401ad16aaf22de5c1a5c974f575fb848b38148,1,17031cust11401ad16aaf22de5c1a5c974f575fb848b38148,12020,548,451,72,585,466,56,605,494,101,452,363,80,445,361,61,602,529,54,591,484,72,1309,295,818,24,167,0,0,10,167,0,0,0,3175,378,2552,126,219,143,0,0,0,1343,193,894,18,228,0,0,0,0,0,0,0,2721,264,2142,33,300,108,0,1,300,0,0,0,10,3279,319,2840,60,91,47,1,0,0,2194,272,1820,36,78,32,1,0,0,2356,152,1927,32,230,1,0,7,7,3272,185,2715,77,305,214,4,2356,152,1927,44,237,164,4
17031cust8636ba7cf4e59a7ecda5843275367252645a6f0a,1,17031cust8636ba7cf4e59a7ecda5843275367252645a6f0a,12021,476,392,56,536,429,53,542,451,80,359,294,49,360,299,40,543,460,54,520,418,70,1616,207,1113,74,216,10,0,60,216,0,0,0,2924,234,2230,316,308,53,44,0,0,1742,287,1042,187,223,30,0,0,0,0,0,0,2986,289,2174,263,278,77,43,181,278,0,0,0,63,2341,171,1943,96,157,42,0,0,0,1538,158,1217,59,127,27,0,0,0,1679,205,1117,102,236,2,0,4,13,2197,209,1542,170,292,224,6,1679,205,1117,128,239,158,5
17031cust0fd59b7e19e35b4d7c09b01e61f92493c1c9ec76,1,17031cust0fd59b7e19e35b4d7c09b01e61f92493c1c9ec76,12022,496,410,59,571,463,54,580,490,82,368,297,59,362,320,36,558,477,49,531,416,69,1045,143,846,3,55,0,0,3,55,0,3,0,2062,200,1758,21,103,1,0,0,0,1343,147,1163,2,32,0,0,0,0,0,0,0,2255,202,1951,13,102,12,0,1,102,0,0,0,0,3184,261,2849,76,34,39,5,0,0,2024,227,1750,43,24,23,2,0,0,2209,146,1983,11,58,3,0,3,5,3249,169,2967,51,81,211,11,2209,146,1983,30,59,140,7
17031cust726a30746015c931300553588b6ca32d23d53491,1,17031cust726a30746015c931300553588b6ca32d23d53491,13001,509,418,70,556,431,72,559,455,98,441,359,73,430,370,46,538,459,62,527,433,70,823,210,589,20,10,0,0,20,10,0,0,0,1289,256,994,29,12,39,0,0,0,797,263,532,13,0,0,0,0,0,0,0,0,1291,269,970,29,24,48,0,29,24,0,0,0,0,1261,253,936,43,21,8,4,0,0,912,230,631,22,16,3,4,0,0,999,172,800,7,15,1,0,0,4,1372,179,1146,22,30,61,4,999,172,800,13,17,47,1
17031cust863e16079913e24d63ccfbfd960373d25010d5aa,1,17031cust863e16079913e24d63ccfbfd960373d25010d5aa,13002,529,397,111,600,432,122,607,433,160,445,336,101,443,348,72,554,423,104,542,411,103,1246,263,916,51,18,0,0,51,18,0,0,0,2904,309,2514,58,24,90,0,0,0,1125,262,836,12,18,0,0,0,0,0,0,0,2475,323,2110,22,19,197,0,22,19,0,0,0,0,1840,464,1340,24,25,34,5,0,0,1290,421,838,17,15,24,2,0,0,1363,255,1066,11,16,7,0,2,6,1890,287,1556,30,24,114,1,1363,255,1066,13,18,79,0
17031custaa20e3d9797ce638ef529c034b81ba99c3308e7e,1,17031custaa20e3d9797ce638ef529c034b81ba99c3308e7e,13003,639,307,294,714,330,285,717,319,389,561,278,271,572,292,243,640,294,322,635,334,267,1011,668,319,22,0,0,0,22,0,0,0,0,1424,937,448,23,0,0,0,0,0,1096,773,330,6,0,0,0,0,0,0,0,0,1433,980,447,7,0,0,0,7,0,0,0,0,0,1241,938,280,15,8,13,0,0,0,983,768,199,11,5,7,0,0,0,949,610,308,6,15,0,1,6,3,1227,740,433,17,21,46,1,949,610,308,11,17,30,1
17031cust14843a55d2083cd9e6ccaa60c964de6c85a40cb8,1,17031cust14843a55d2083cd9e6ccaa60c964de6c85a40cb8,13004,602,495,88,666,544,82,665,544,109,498,402,85,496,417,63,666,533,108,656,528,93,1200,355,825,4,20,0,0,4,20,0,0,0,2078,395,1640,1,42,0,0,0,0,1290,345,905,0,35,0,0,0,0,0,0,0,2191,381,1741,0,69,0,0,0,69,0,0,0,0,2084,416,1619,30,33,29,2,0,0,1460,378,1048,13,22,19,2,0,0,1500,241,1206,0,45,1,0,5,2,1963,260,1648,9,50,123,1,1500,241,1206,2,46,93,1
17031cust5c51aea606ce5e9ec93978b4af1c4a75d6c35e93,1,17031cust5c51aea606ce5e9ec93978b4af1c4a75d6c35e93,13005,426,251,155,484,283,145,492,279,209,365,220,138,366,222,128,436,248,173,424,247,144,681,337,344,3,0,0,0,3,0,0,0,0,1064,408,650,6,0,0,0,0,0,861,417,435,4,0,0,0,0,0,0,0,0,1222,501,711,9,0,0,0,9,0,0,0,0,0,947,590,340,11,8,12,0,0,0,741,509,221,5,7,9,0,0,0,830,385,431,6,0,3,0,1,4,1089,431,634,18,9,49,3,830,385,431,12,2,29,2
17031cust68a7063156b72c50947fcc3a00cf1c5ddf8afcc1,1,17031cust68a7063156b72c50947fcc3a00cf1c5ddf8afcc1,13006,469,274,164,527,298,148,531,291,232,403,238,150,401,256,121,497,286,180,482,287,163,811,440,370,0,0,0,0,0,0,0,0,0,1204,498,706,0,7,7,0,0,0,767,402,355,0,0,0,0,0,0,0,0,0,1100,453,649,0,9,9,0,0,0,0,0,0,0,970,576,377,7,15,6,0,0,0,741,486,246,1,6,3,0,0,0,822,358,447,3,5,0,0,2,7,1040,394,611,20,20,61,1,822,358,447,7,12,49,1
17031cust9756387cb1f7cadb93f0c3d7168971323dcc5502,1,17031cust9756387cb1f7cadb93f0c3d7168971323dcc5502,13007,419,237,158,449,261,137,461,259,195,358,202,147,363,219,119,442,231,184,427,241,161,779,506,253,12,12,0,0,12,12,0,0,0,987,617,339,14,21,5,0,0,0,767,425,332,4,12,0,0,0,0,0,0,0,1082,573,478,4,29,0,0,4,29,0,0,0,0,934,663,248,11,13,5,0,0,0,760,569,173,9,11,5,0,0,0,799,437,327,17,5,0,0,3,10,1022,490,482,29,21,31,0,799,437,327,18,12,20,0
17031custb9bc88e718fe7822254747d96b2e27f872b0e384,1,17031custb9bc88e718fe7822254747d96b2e27f872b0e384,13008,625,473,121,683,490,125,691,496,187,549,432,98,546,438,82,651,496,124,631,487,109,950,320,630,0,0,0,0,0,0,0,0,0,1871,469,1402,0,0,45,0,0,0,785,260,530,0,0,0,0,0,0,0,0,0,1712,383,1329,0,0,36,0,0,0,0,0,0,0,1538,615,899,25,8,14,0,0,0,1107,533,560,14,5,9,0,0,0,1227,365,832,25,2,0,0,0,3,1620,408,1167,46,5,91,0,1227,365,832,32,4,63,0
17031custc476f22e00f157a9300a8bf72acc70d9ec41e3e6,1,17031custc476f22e00f157a9300a8bf72acc70d9ec41e3e6,13009,595,313,250,651,326,241,659,314,336,531,294,222,536,311,192,606,301,269,590,337,225,1022,500,500,19,0,9,0,19,0,0,0,0,1406,598,751,51,33,19,24,0,0,1021,561,420,9,0,0,0,0,0,0,0,0,1351,592,724,52,31,18,22,15,0,0,0,0,22,1103,783,304,10,15,17,0,0,0,853,648,193,4,10,13,0,0,0,936,582,325,8,7,1,0,1,12,1169,678,445,18,16,42,1,936,582,325,12,10,32,1
17031cust20b50eda529370dc5f9182e57b8a0fc56cff54ae,1,17031cust20b50eda529370dc5f9182e57b8a0fc56cff54ae,13010,558,275,254,655,315,254,665,308,347,473,241,216,483,262,198,547,245,281,535,282,225,991,464,524,5,0,0,0,5,0,0,0,0,1310,525,777,12,30,8,20,0,0,931,461,504,0,0,0,0,0,0,0,0,0,1206,527,680,7,31,31,22,0,0,0,0,0,0,1091,776,303,1,11,11,0,0,0,858,651,197,1,9,8,0,0,0,970,552,388,8,11,0,0,2,9,1204,603,565,13,21,60,6,970,552,388,9,18,43,4
17031custc9e37c70030e821a86bd3bf36ce369f985aa2c15,1,17031custc9e37c70030e821a86bd3bf36ce369f985aa2c15,13011,390,229,143,439,255,140,448,246,195,321,195,114,321,201,103,412,236,161,398,243,132,602,327,279,0,0,0,0,0,0,0,0,0,925,388,536,0,0,0,0,0,0,875,324,556,0,0,0,0,0,0,0,0,0,1672,394,1278,0,0,0,0,0,0,0,0,0,0,904,568,324,4,3,2,0,0,0,682,480,194,2,0,1,0,0,0,765,369,364,13,12,0,0,3,4,958,410,509,32,14,37,1,765,369,364,21,13,28,1
17031cust26e78555a3652917d5e73d67772ac84c1a05916f,1,17031cust26e78555a3652917d5e73d67772ac84c1a05916f,13012,401,319,67,435,336,62,437,345,84,318,256,53,313,261,42,458,368,76,444,340,78,613,120,491,0,0,0,0,0,0,0,0,0,1554,149,1405,61,0,0,0,0,0,551,152,394,0,0,0,0,0,0,0,0,0,1435,170,1264,65,0,0,0,0,0,0,0,0,0,1585,308,1252,32,2,22,5,0,0,1053,269,768,21,2,12,1,0,0,1133,161,957,8,3,1,0,0,3,1520,180,1322,20,8,130,1,1133,161,957,15,4,92,1
17031cust3f7251cf60bb3ace9a52e9823b932d30de6c0d8d,1,17031cust3f7251cf60bb3ace9a52e9823b932d30de6c0d8d,13013,409,224,165,466,258,151,478,239,236,326,172,147,324,186,125,442,232,189,433,259,142,796,435,344,14,0,5,0,14,0,0,0,0,1173,556,598,26,0,9,0,0,0,727,437,283,37,0,0,0,0,0,0,0,0,964,515,433,28,0,6,0,14,0,0,0,0,0,1024,596,388,23,20,8,2,0,0,789,506,254,15,16,6,1,0,0,833,399,387,25,10,0,0,2,10,1049,465,512,47,23,39,0,833,399,387,34,11,29,0
17031cust7c3a9b7b0e0a1951d7b7ff812505c341ce3336ad,1,17031cust7c3a9b7b0e0a1951d7b7ff812505c341ce3336ad,13014,452,281,149,487,308,127,489,314,173,393,234,146,384,258,107,480,273,180,479,287,167,909,524,375,11,0,0,0,11,0,0,0,0,1219,590,616,46,37,37,0,0,0,732,374,347,0,0,0,0,0,0,0,0,0,1033,472,546,18,41,41,0,18,0,0,0,0,0,1186,589,569,23,13,5,0,0,0,873,495,361,14,4,2,0,0,0,945,348,571,4,10,3,0,2,7,1278,397,838,34,21,63,1,945,348,571,17,20,40,1
17031custd881306903a22a5a743e8ee896b62479321d4fbb,1,17031custd881306903a22a5a743e8ee896b62479321d4fbb,13015,437,247,165,485,274,170,502,265,229,360,200,149,369,227,116,462,245,193,450,279,144,764,394,333,15,13,8,0,15,13,0,0,0,1107,471,592,19,13,8,0,0,0,778,368,352,29,13,0,0,0,0,0,0,0,1165,451,661,39,11,40,0,39,11,0,0,0,0,1050,646,365,19,20,6,1,0,0,828,551,248,12,17,3,1,0,0,865,436,367,21,23,3,0,4,11,1090,488,526,36,33,47,0,865,436,367,29,25,32,0
